Replicate,Plate,Group,Sample,Count,median,peak,sd,cv,rCV
Rep1-H2O2-Rep2-0Pi,d072721-60min-0Pi-M4S7-R2,60min,B11,12605,16653,16095,6440.11,36.79,35.21
Rep1-H2O2-Rep2-0Pi,d072721-60min-0Pi-M4S7-R2,60min,B12,14691,6937,7480,3021.46,40.68,39.8
Rep1-H2O2-Rep2-0Pi,d072721-60min-0Pi-M4S7-R2,60min,C9,14933,20437,75232,33261.68,94.4,122.04
Rep1-H2O2-Rep2-0Pi,d072721-60min-0Pi-M4S7-R2,60min,C11,13963,10968,12322,4547.43,39.05,37.75
Rep1-H2O2-Rep2-0Pi,d072721-60min-0Pi-M4S7-R2,60min,D9,15377,25364,67923,32988.14,88.83,124.27
Rep1-H2O2-Rep2-0Pi,d072721-60min-0Pi-M4S7-R2,60min,D11,14644,10773,11634,4456.13,39.15,37.54
Rep1-H2O2-Rep2-0Pi,d072721-60min-0Pi-M4S7-R2,60min,E9,14740,23343,83342,35759.04,93.14,124.2
Rep1-H2O2-Rep2-0Pi,d072721-60min-0Pi-M4S7-R2,60min,E11,14280,11705,10578,4805.97,38.92,37.82
Rep1-H2O2-Rep2-0Pi,d072721-60min-0Pi-M4S7-R2,60min,F9,15796,5406,8987,4779.41,71.67,64.51
Rep1-H2O2-Rep2-0Pi,d072721-60min-0Pi-M4S7-R2,60min,F11,13844,9741,11415,4644.45,44.19,41.88
Rep1-H2O2-Rep2-0Pi,d072721-60min-0Pi-M4S7-R2,60min,G9,15756,5269,6136,4498.33,68.91,61.9
Rep1-H2O2-Rep2-0Pi,d072721-60min-0Pi-M4S7-R2,60min,G11,13465,9977,9827,4557.47,42.64,40.4
Rep1-H2O2-Rep2-0Pi,d072721-60min-0Pi-M4S7-R2,60min,H9,16518,4954,5576,4133.26,67.64,62.93
Rep1-H2O2-Rep2-0Pi,d072721-60min-0Pi-M4S7-R2,60min,H11,13200,10168,11631,4450.1,41.05,40.95
Rep1-H2O2-Rep2-0Pi,d072721-60min-0Pi-M4S7-R2,60min,C10,14782,3024,3904,2777.24,74.05,59.41
Rep1-H2O2-Rep2-0Pi,d072721-60min-0Pi-M4S7-R2,60min,C12,12775,7393,7979,3343.71,42.38,40.55
Rep2-H2O2-Rep3-0Pi,d080421-60min-0Pi-M4S7-R3,60min,A9,13535,66346,87691,34099.32,54.14,53.78
Rep2-H2O2-Rep3-0Pi,d080421-60min-0Pi-M4S7-R3,60min,A10,14742,3661,5650,2902.99,67.14,59.92
Rep2-H2O2-Rep3-0Pi,d080421-60min-0Pi-M4S7-R3,60min,A11,13351,16240,17908,6428.86,37.82,37.88
Rep2-H2O2-Rep3-0Pi,d080421-60min-0Pi-M4S7-R3,60min,A12,13694,7238,8544,3216.75,41.81,40.72
Rep2-H2O2-Rep3-0Pi,d080421-60min-0Pi-M4S7-R3,60min,B9,12614,68057,81199,21942.66,31.92,31.01
Rep2-H2O2-Rep3-0Pi,d080421-60min-0Pi-M4S7-R3,60min,B10,14799,3402,5502,2455.74,62.27,58.83
Rep2-H2O2-Rep3-0Pi,d080421-60min-0Pi-M4S7-R3,60min,B11,14336,15475,17909,6175.15,38.17,37.06
Rep2-H2O2-Rep3-0Pi,d080421-60min-0Pi-M4S7-R3,60min,B12,14757,6759,8122,3121.77,42.95,42.09
Rep2-H2O2-Rep3-0Pi,d080421-60min-0Pi-M4S7-R3,60min,C9,14369,46590,75123,35906.67,76.4,106.23
Rep2-H2O2-Rep3-0Pi,d080421-60min-0Pi-M4S7-R3,60min,C11,13847,12014,12578,4920.3,38.89,38.12
Rep2-H2O2-Rep3-0Pi,d080421-60min-0Pi-M4S7-R3,60min,D9,15275,39418,67975,33547.08,79.83,112.58
Rep2-H2O2-Rep3-0Pi,d080421-60min-0Pi-M4S7-R3,60min,D11,15071,10832,10986,4622.74,40.22,38.78
Rep2-H2O2-Rep3-0Pi,d080421-60min-0Pi-M4S7-R3,60min,E9,14361,47207,79146,37446.56,78.08,109.54
Rep2-H2O2-Rep3-0Pi,d080421-60min-0Pi-M4S7-R3,60min,E11,14149,12386,13349,5084.87,39.24,38.2
Rep2-H2O2-Rep3-0Pi,d080421-60min-0Pi-M4S7-R3,60min,F9,15156,5812,8385,4286.25,63.07,61.25
Rep2-H2O2-Rep3-0Pi,d080421-60min-0Pi-M4S7-R3,60min,F11,14317,9711,11202,4133.42,40.2,39.6
Rep2-H2O2-Rep3-0Pi,d080421-60min-0Pi-M4S7-R3,60min,G9,15258,5592,7725,4229.62,64.27,59.69
Rep2-H2O2-Rep3-0Pi,d080421-60min-0Pi-M4S7-R3,60min,G11,13897,9721,10375,4367.93,42.17,39.96
Rep2-H2O2-Rep3-0Pi,d080421-60min-0Pi-M4S7-R3,60min,H9,14830,5082,5887,3928.64,64.96,60.27
Rep2-H2O2-Rep3-0Pi,d080421-60min-0Pi-M4S7-R3,60min,H11,13840,9509,9482,4231.91,41.63,40.05
Rep2-H2O2-Rep3-0Pi,d080421-60min-0Pi-M4S7-R3,60min,C10,13961,4165,5157,2917.95,60.49,57.35
Rep2-H2O2-Rep3-0Pi,d080421-60min-0Pi-M4S7-R3,60min,C12,14231,7223,7604,3222.4,42.07,40.21
Rep3-H2O2-Ctrl,d080521-60min-H2O2-M4S7-R3,60min,A9,14254,27510,83433,36018.43,88.13,116.98
Rep3-H2O2-Ctrl,d080521-60min-H2O2-M4S7-R3,60min,A10,15713,2748,4477,2731.37,79.25,69.06
Rep3-H2O2-Ctrl,d080521-60min-H2O2-M4S7-R3,60min,A11,11878,11020,12834,5322.7,44.84,42.14
Rep3-H2O2-Ctrl,d080521-60min-H2O2-M4S7-R3,60min,A12,12355,4307,5890,2684.5,56.03,50.02
Rep3-H2O2-Ctrl,d080521-60min-H2O2-M4S7-R3,60min,B9,11763,68890,75308,23227.33,32.95,31.15
Rep3-H2O2-Ctrl,d080521-60min-H2O2-M4S7-R3,60min,B10,15558,3054,4236,2352.66,66.2,59.23
Rep3-H2O2-Ctrl,d080521-60min-H2O2-M4S7-R3,60min,B11,12308,13147,14195,6039.03,42.96,39.35
Rep3-H2O2-Ctrl,d080521-60min-H2O2-M4S7-R3,60min,B12,13531,4207,5036,2245.72,49,47.58
Rep3-H2O2-Ctrl,d080521-60min-H2O2-M4S7-R3,60min,C9,14685,8864,71594,29738.34,125.36,92.04
Rep3-H2O2-Ctrl,d080521-60min-H2O2-M4S7-R3,60min,C11,12366,7658,8250,3550.44,43.03,40.44
Rep3-H2O2-Ctrl,d080521-60min-H2O2-M4S7-R3,60min,D9,15110,12195,75272,31610.34,111.84,106.86
Rep3-H2O2-Ctrl,d080521-60min-H2O2-M4S7-R3,60min,D11,13055,7011,8839,3461.24,45.56,43.12
Rep3-H2O2-Ctrl,d080521-60min-H2O2-M4S7-R3,60min,E9,14658,14102,75263,33616.04,109.57,108.68
Rep3-H2O2-Ctrl,d080521-60min-H2O2-M4S7-R3,60min,E11,12213,7715,8115,3715.04,44.81,42.66
Rep3-H2O2-Ctrl,d080521-60min-H2O2-M4S7-R3,60min,F9,15652,5093,7721,4524.57,72.4,65.08
Rep3-H2O2-Ctrl,d080521-60min-H2O2-M4S7-R3,60min,F11,12097,6277,6705,4014.04,56.79,49.84
Rep3-H2O2-Ctrl,d080521-60min-H2O2-M4S7-R3,60min,G9,14732,4572,6417,4673.87,79.64,69.1
Rep3-H2O2-Ctrl,d080521-60min-H2O2-M4S7-R3,60min,G11,11928,5645,5971,3722.58,57.75,52.68
Rep3-H2O2-Ctrl,d080521-60min-H2O2-M4S7-R3,60min,H9,14647,4508,7481,4260.92,75.82,65.74
Rep3-H2O2-Ctrl,d080521-60min-H2O2-M4S7-R3,60min,H11,12341,5456,5652,3560.33,57.79,50.38
Rep3-H2O2-Ctrl,d080521-60min-H2O2-M4S7-R3,60min,C10,15277,3566,5426,3524.08,79.36,68.14
Rep3-H2O2-Ctrl,d080521-60min-H2O2-M4S7-R3,60min,C12,12169,4746,5292,3259.1,60.75,50.26
Rep1-0Pi-Ctrl,d072421-90min-0Pi-M4S7-R1,90min,A1,12987,18749,20880,8725.3,43.92,43.69
Rep1-0Pi-Ctrl,d072421-90min-0Pi-M4S7-R1,90min,A2,17065,7763,8113,3966.05,47.34,45.07
Rep1-0Pi-Ctrl,d072421-90min-0Pi-M4S7-R1,90min,A3,10695,7365,9137,4499.34,55,53.51
Rep1-0Pi-Ctrl,d072421-90min-0Pi-M4S7-R1,90min,A4,14076,2657,3646,2373.49,75.18,56.08
Rep1-0Pi-Ctrl,d072421-90min-0Pi-M4S7-R1,90min,B1,13604,16920,18300,7695.44,42.93,39.66
Rep1-0Pi-Ctrl,d072421-90min-0Pi-M4S7-R1,90min,B2,14187,8264,10009,4308.53,50.28,47.29
Rep1-0Pi-Ctrl,d072421-90min-0Pi-M4S7-R1,90min,B3,11780,8005,8684,4358.04,49.7,49.03
Rep1-0Pi-Ctrl,d072421-90min-0Pi-M4S7-R1,90min,B4,14743,2596,4065,1877.39,62.63,54.14
Rep1-0Pi-Ctrl,d072421-90min-0Pi-M4S7-R1,90min,C1,13335,14717,14497,6172.13,40.3,39.62
Rep1-0Pi-Ctrl,d072421-90min-0Pi-M4S7-R1,90min,C3,11756,5879,6511,3207.03,49.73,50.34
Rep1-0Pi-Ctrl,d072421-90min-0Pi-M4S7-R1,90min,D1,15739,12812,13625,5843.7,42.67,41.1
Rep1-0Pi-Ctrl,d072421-90min-0Pi-M4S7-R1,90min,D3,14151,5019,5969,2903.49,51.74,49.21
Rep1-0Pi-Ctrl,d072421-90min-0Pi-M4S7-R1,90min,E1,14791,13563,16785,6050.92,42.28,42.07
Rep1-0Pi-Ctrl,d072421-90min-0Pi-M4S7-R1,90min,E3,13716,5109,6509,2962.24,52.05,50.06
Rep1-0Pi-Ctrl,d072421-90min-0Pi-M4S7-R1,90min,F1,13677,11347,12814,5188.16,43.33,42.23
Rep1-0Pi-Ctrl,d072421-90min-0Pi-M4S7-R1,90min,F3,11585,3930,4735,3026.99,65.69,57.27
Rep1-0Pi-Ctrl,d072421-90min-0Pi-M4S7-R1,90min,G1,0,NA,NA,NA,NA,NA
Rep1-0Pi-Ctrl,d072421-90min-0Pi-M4S7-R1,90min,G3,11968,4080,6139,3067.1,64.25,58.73
Rep1-0Pi-Ctrl,d072421-90min-0Pi-M4S7-R1,90min,H1,14339,12015,13898,5520.4,43.8,43.42
Rep1-0Pi-Ctrl,d072421-90min-0Pi-M4S7-R1,90min,H3,11468,4054,5289,3086.52,65.24,58.06
Rep1-0Pi-Ctrl,d072421-90min-0Pi-M4S7-R1,90min,C2,14130,8816,10579,4076.93,43.43,42.1
Rep1-0Pi-Ctrl,d072421-90min-0Pi-M4S7-R1,90min,C4,12732,3246,4788,3066.03,78.48,56.9
Rep1-H2O2-Rep2-0Pi,d072721-90min-0Pi-M4S7-R2,90min,A1,10816,86229,99948,44907.19,51.61,48.86
Rep1-H2O2-Rep2-0Pi,d072721-90min-0Pi-M4S7-R2,90min,A2,16164,2935,4527,2673.88,75.54,67.31
Rep1-H2O2-Rep2-0Pi,d072721-90min-0Pi-M4S7-R2,90min,A3,11503,23733,28101,9424.5,37.94,38.1
Rep1-H2O2-Rep2-0Pi,d072721-90min-0Pi-M4S7-R2,90min,A4,12314,9112,9657,4128.11,42.57,40.92
Rep1-H2O2-Rep2-0Pi,d072721-90min-0Pi-M4S7-R2,90min,B1,11461,70859,67970,29956.71,40.57,35.15
Rep1-H2O2-Rep2-0Pi,d072721-90min-0Pi-M4S7-R2,90min,B2,16144,3259,4525,2741.11,70.62,61.95
Rep1-H2O2-Rep2-0Pi,d072721-90min-0Pi-M4S7-R2,90min,B3,12066,20009,20884,8066.8,37.94,36.52
Rep1-H2O2-Rep2-0Pi,d072721-90min-0Pi-M4S7-R2,90min,B4,13639,9477,9654,3904.46,38.93,38.44
Rep1-H2O2-Rep2-0Pi,d072721-90min-0Pi-M4S7-R2,90min,C1,13887,46846,85552,50296.68,90.45,126.41
Rep1-H2O2-Rep2-0Pi,d072721-90min-0Pi-M4S7-R2,90min,C3,12162,15242,15760,5988.55,37.63,37.3
Rep1-H2O2-Rep2-0Pi,d072721-90min-0Pi-M4S7-R2,90min,D1,14740,59137,90104,44352.73,76.58,96.36
Rep1-H2O2-Rep2-0Pi,d072721-90min-0Pi-M4S7-R2,90min,D3,13302,13924,15109,5910.64,39.81,39.13
Rep1-H2O2-Rep2-0Pi,d072721-90min-0Pi-M4S7-R2,90min,E1,14315,58458,90097,46597.78,79.6,105.16
Rep1-H2O2-Rep2-0Pi,d072721-90min-0Pi-M4S7-R2,90min,E3,13209,15260,18699,6443.6,40.08,40.86
Rep1-H2O2-Rep2-0Pi,d072721-90min-0Pi-M4S7-R2,90min,F1,14226,5374,7139,4541.2,68.77,62.79
Rep1-H2O2-Rep2-0Pi,d072721-90min-0Pi-M4S7-R2,90min,F3,12785,13115,14200,5710.77,40.84,40.24
Rep1-H2O2-Rep2-0Pi,d072721-90min-0Pi-M4S7-R2,90min,G1,15088,5306,7356,4299.6,66.63,60.27
Rep1-H2O2-Rep2-0Pi,d072721-90min-0Pi-M4S7-R2,90min,G3,12247,13568,13896,5820.27,40.54,39.34
Rep1-H2O2-Rep2-0Pi,d072721-90min-0Pi-M4S7-R2,90min,H1,14989,5151,6704,4603.48,71.7,62.92
Rep1-H2O2-Rep2-0Pi,d072721-90min-0Pi-M4S7-R2,90min,H3,12686,14634,15099,5982.37,39.05,39.66
Rep1-H2O2-Rep2-0Pi,d072721-90min-0Pi-M4S7-R2,90min,C2,16928,2910,3680,2773.7,77.12,64.76
Rep1-H2O2-Rep2-0Pi,d072721-90min-0Pi-M4S7-R2,90min,C4,12742,10229,10569,4374.04,40.53,39.39
Rep2-H2O2-Rep3-0Pi,d080421-90min-0Pi-M4S7-R3,90min,A1,10687,86840,87679,45471.96,51.69,47.77
Rep2-H2O2-Rep3-0Pi,d080421-90min-0Pi-M4S7-R3,90min,A2,14962,3586,5288,2946.29,70.34,63.15
Rep2-H2O2-Rep3-0Pi,d080421-90min-0Pi-M4S7-R3,90min,A3,11383,22941,28792,9024.21,37.88,39.2
Rep2-H2O2-Rep3-0Pi,d080421-90min-0Pi-M4S7-R3,90min,A4,12608,9687,10387,4092.19,40.24,39.19
Rep2-H2O2-Rep3-0Pi,d080421-90min-0Pi-M4S7-R3,90min,B1,11673,78597,79170,31910.77,38.42,37.23
Rep2-H2O2-Rep3-0Pi,d080421-90min-0Pi-M4S7-R3,90min,B2,14912,3399,4574,2674.24,67.56,64.33
Rep2-H2O2-Rep3-0Pi,d080421-90min-0Pi-M4S7-R3,90min,B3,11781,21907,25619,8721.27,38.28,38.39
Rep2-H2O2-Rep3-0Pi,d080421-90min-0Pi-M4S7-R3,90min,B4,13076,9675,10387,4181.34,41.15,40.79
Rep2-H2O2-Rep3-0Pi,d080421-90min-0Pi-M4S7-R3,90min,C1,13324,71698,102543,52873,74.63,92.8
Rep2-H2O2-Rep3-0Pi,d080421-90min-0Pi-M4S7-R3,90min,C3,13295,16540,19111,6706.86,39.1,39.31
Rep2-H2O2-Rep3-0Pi,d080421-90min-0Pi-M4S7-R3,90min,D1,12695,67608,85453,45785.79,70.51,74.57
Rep2-H2O2-Rep3-0Pi,d080421-90min-0Pi-M4S7-R3,90min,D3,15288,14659,14787,6351.69,40.9,40.73
Rep2-H2O2-Rep3-0Pi,d080421-90min-0Pi-M4S7-R3,90min,E1,13204,74048,102314,54796.05,75.5,94.51
Rep2-H2O2-Rep3-0Pi,d080421-90min-0Pi-M4S7-R3,90min,E3,12572,16597,20879,6765.27,39.06,39.2
Rep2-H2O2-Rep3-0Pi,d080421-90min-0Pi-M4S7-R3,90min,F1,15623,5459,6808,5760.76,84.56,61.84
Rep2-H2O2-Rep3-0Pi,d080421-90min-0Pi-M4S7-R3,90min,F3,12690,13709,15739,5545.48,38.71,38.6
Rep2-H2O2-Rep3-0Pi,d080421-90min-0Pi-M4S7-R3,90min,G1,13694,5360,8538,4092.71,64.74,58.57
Rep2-H2O2-Rep3-0Pi,d080421-90min-0Pi-M4S7-R3,90min,G3,12380,13262,14486,5424.68,39.13,38.83
Rep2-H2O2-Rep3-0Pi,d080421-90min-0Pi-M4S7-R3,90min,H1,14275,4930,6235,3808.22,65.74,59
Rep2-H2O2-Rep3-0Pi,d080421-90min-0Pi-M4S7-R3,90min,H3,11803,13085,16089,5602.12,40.69,40.98
Rep2-H2O2-Rep3-0Pi,d080421-90min-0Pi-M4S7-R3,90min,C2,14007,4075,5429,2804.61,60.52,56.68
Rep2-H2O2-Rep3-0Pi,d080421-90min-0Pi-M4S7-R3,90min,C4,12951,9708,12103,4280.38,41.73,40.76
Rep3-H2O2-Ctrl,d080521-90min-H2O2-M4S7-R3,90min,A1,12348,61273,107837,55297.46,82.16,113.95
Rep3-H2O2-Ctrl,d080521-90min-H2O2-M4S7-R3,90min,A2,15529,2371,852,2765.25,88.55,87.73
Rep3-H2O2-Ctrl,d080521-90min-H2O2-M4S7-R3,90min,A3,10471,9298,10006,4875.45,48.38,48.47
Rep3-H2O2-Ctrl,d080521-90min-H2O2-M4S7-R3,90min,A4,10729,3738,5438,2850.01,66.4,55.13
Rep3-H2O2-Ctrl,d080521-90min-H2O2-M4S7-R3,90min,B1,10278,84209,79198,34300.07,38.49,35.42
Rep3-H2O2-Ctrl,d080521-90min-H2O2-M4S7-R3,90min,B2,15500,2919,4577,2444.52,72.44,71.7
Rep3-H2O2-Ctrl,d080521-90min-H2O2-M4S7-R3,90min,B3,10671,11417,13356,5493.36,45.27,46.28
Rep3-H2O2-Ctrl,d080521-90min-H2O2-M4S7-R3,90min,B4,11619,3710,5290,2232.19,54.07,52.39
Rep3-H2O2-Ctrl,d080521-90min-H2O2-M4S7-R3,90min,C1,14485,10961,97452,48795.52,124.62,107.76
Rep3-H2O2-Ctrl,d080521-90min-H2O2-M4S7-R3,90min,C3,10156,7039,8680,3499.34,46.1,47
Rep3-H2O2-Ctrl,d080521-90min-H2O2-M4S7-R3,90min,D1,14886,24630,107682,49733.25,103.6,130.72
Rep3-H2O2-Ctrl,d080521-90min-H2O2-M4S7-R3,90min,D3,12345,5730,6321,3183.07,49.77,47.79
Rep3-H2O2-Ctrl,d080521-90min-H2O2-M4S7-R3,90min,E1,13550,26222,110715,54545.43,104.97,128.48
Rep3-H2O2-Ctrl,d080521-90min-H2O2-M4S7-R3,90min,E3,10864,6959,8390,3687.05,49.01,47.85
Rep3-H2O2-Ctrl,d080521-90min-H2O2-M4S7-R3,90min,F1,15314,5033,6606,4352.07,72.37,65.78
Rep3-H2O2-Ctrl,d080521-90min-H2O2-M4S7-R3,90min,F3,11324,5385,6711,3491.7,57.55,53.41
Rep3-H2O2-Ctrl,d080521-90min-H2O2-M4S7-R3,90min,G1,14870,4444,6144,4319.93,77.86,72.65
Rep3-H2O2-Ctrl,d080521-90min-H2O2-M4S7-R3,90min,G3,10564,4865,6237,3436.35,61.98,55.54
Rep3-H2O2-Ctrl,d080521-90min-H2O2-M4S7-R3,90min,H1,15749,4345,6417,4117.39,77.22,69.2
Rep3-H2O2-Ctrl,d080521-90min-H2O2-M4S7-R3,90min,H3,11250,4777,7355,3461.71,63.25,54.83
Rep3-H2O2-Ctrl,d080521-90min-H2O2-M4S7-R3,90min,C2,14962,3353,5288,3230.83,80,78.88
Rep3-H2O2-Ctrl,d080521-90min-H2O2-M4S7-R3,90min,C4,11073,3917,5361,3127.68,68.71,55.45
Rep1-0Pi-Ctrl,d072421-120min-0Pi-M4S7-R1,120min,A5,12566,21437,23401,10260.7,44.8,42.21
Rep1-0Pi-Ctrl,d072421-120min-0Pi-M4S7-R1,120min,A6,13951,10406,13346,4805.46,43.35,42.97
Rep1-0Pi-Ctrl,d072421-120min-0Pi-M4S7-R1,120min,A7,10068,6299,7607,3850.11,54.06,50.59
Rep1-0Pi-Ctrl,d072421-120min-0Pi-M4S7-R1,120min,A8,12406,2466,3866,2337.15,79.5,55.19
Rep1-0Pi-Ctrl,d072421-120min-0Pi-M4S7-R1,120min,B5,12548,20534,19971,8848.76,40.65,36.7
Rep1-0Pi-Ctrl,d072421-120min-0Pi-M4S7-R1,120min,B6,14292,10078,11866,4592.98,42.77,42.14
Rep1-0Pi-Ctrl,d072421-120min-0Pi-M4S7-R1,120min,B7,11795,6743,6809,3809.48,50.97,48.24
Rep1-0Pi-Ctrl,d072421-120min-0Pi-M4S7-R1,120min,B8,13614,2297,2192,1760.53,67.07,51.12
Rep1-0Pi-Ctrl,d072421-120min-0Pi-M4S7-R1,120min,C5,13404,16231,17533,7133.57,41.57,41.64
Rep1-0Pi-Ctrl,d072421-120min-0Pi-M4S7-R1,120min,C7,10814,5027,6232,2782.67,50.29,49.54
Rep1-0Pi-Ctrl,d072421-120min-0Pi-M4S7-R1,120min,D5,14039,15738,16084,7077.95,42.36,41.99
Rep1-0Pi-Ctrl,d072421-120min-0Pi-M4S7-R1,120min,D7,13729,4259,5091,2403.56,50.99,47.76
Rep1-0Pi-Ctrl,d072421-120min-0Pi-M4S7-R1,120min,E5,14582,17371,18303,7615.29,42.02,42.91
Rep1-0Pi-Ctrl,d072421-120min-0Pi-M4S7-R1,120min,E7,13119,4518,5654,2560.66,51.34,48.67
Rep1-0Pi-Ctrl,d072421-120min-0Pi-M4S7-R1,120min,F5,12985,15947,17542,6766.5,40.69,40.43
Rep1-0Pi-Ctrl,d072421-120min-0Pi-M4S7-R1,120min,F7,11126,3201,4845,2681.29,70.76,55.08
Rep1-0Pi-Ctrl,d072421-120min-0Pi-M4S7-R1,120min,G5,12223,15677,16791,6885.59,42,42.36
Rep1-0Pi-Ctrl,d072421-120min-0Pi-M4S7-R1,120min,G7,11336,3142,4062,2661.46,71.11,59.27
Rep1-0Pi-Ctrl,d072421-120min-0Pi-M4S7-R1,120min,H5,13458,14633,16774,6874.01,44.52,44.52
Rep1-0Pi-Ctrl,d072421-120min-0Pi-M4S7-R1,120min,H7,10688,3364,3858,2576.11,65.71,54.45
Rep1-0Pi-Ctrl,d072421-120min-0Pi-M4S7-R1,120min,C6,13608,11168,12097,5028.32,42.71,41.63
Rep1-0Pi-Ctrl,d072421-120min-0Pi-M4S7-R1,120min,C8,11048,2813,3719,3545.75,100.85,56.87
Rep1-H2O2-Rep2-0Pi,d072721-120min-0Pi-M4S7-R2,120min,A5,10432,91800,126027,44293.91,46.25,44.66
Rep1-H2O2-Rep2-0Pi,d072721-120min-0Pi-M4S7-R2,120min,A6,17270,2836,4376,2660.65,79.19,79.35
Rep1-H2O2-Rep2-0Pi,d072721-120min-0Pi-M4S7-R2,120min,A7,10888,27950,29519,11614.99,39.31,38.57
Rep1-H2O2-Rep2-0Pi,d072721-120min-0Pi-M4S7-R2,120min,A8,12482,11065,12095,4902.38,41.74,40.85
Rep1-H2O2-Rep2-0Pi,d072721-120min-0Pi-M4S7-R2,120min,B5,9142,72778,89991,30834.06,39.95,39.12
Rep1-H2O2-Rep2-0Pi,d072721-120min-0Pi-M4S7-R2,120min,B6,16636,3196,4426,3228.47,84.04,71.32
Rep1-H2O2-Rep2-0Pi,d072721-120min-0Pi-M4S7-R2,120min,B7,11501,23880,22854,9989.32,39.4,36.95
Rep1-H2O2-Rep2-0Pi,d072721-120min-0Pi-M4S7-R2,120min,B8,12601,11065,10988,4669.47,39.62,38.33
Rep1-H2O2-Rep2-0Pi,d072721-120min-0Pi-M4S7-R2,120min,C5,11811,66228,100003,50367.15,76.02,96.57
Rep1-H2O2-Rep2-0Pi,d072721-120min-0Pi-M4S7-R2,120min,C7,11188,18819,22854,7346.42,37.7,37.82
Rep1-H2O2-Rep2-0Pi,d072721-120min-0Pi-M4S7-R2,120min,D5,13900,72134,90005,44177.05,63.25,59.74
Rep1-H2O2-Rep2-0Pi,d072721-120min-0Pi-M4S7-R2,120min,D7,13170,15664,15116,6720.69,40.27,37.89
Rep1-H2O2-Rep2-0Pi,d072721-120min-0Pi-M4S7-R2,120min,E5,12668,73968,97289,52389.58,72.24,86.93
Rep1-H2O2-Rep2-0Pi,d072721-120min-0Pi-M4S7-R2,120min,E7,12834,16299,16787,7268.91,42,40.74
Rep1-H2O2-Rep2-0Pi,d072721-120min-0Pi-M4S7-R2,120min,F5,14565,5183,7594,5204.02,78.62,62.56
Rep1-H2O2-Rep2-0Pi,d072721-120min-0Pi-M4S7-R2,120min,F7,11597,16007,17151,7052.35,41.83,40.57
Rep1-H2O2-Rep2-0Pi,d072721-120min-0Pi-M4S7-R2,120min,G5,15163,5106,6511,5042.12,77,59.79
Rep1-H2O2-Rep2-0Pi,d072721-120min-0Pi-M4S7-R2,120min,G7,12248,16189,16443,6916.2,40.2,38.78
Rep1-H2O2-Rep2-0Pi,d072721-120min-0Pi-M4S7-R2,120min,H5,15086,4880,5972,5599.98,85.8,62.42
Rep1-H2O2-Rep2-0Pi,d072721-120min-0Pi-M4S7-R2,120min,H7,11971,17166,16776,7365.87,40.35,38.86
Rep1-H2O2-Rep2-0Pi,d072721-120min-0Pi-M4S7-R2,120min,C6,16499,2722,4911,2756.42,82.56,79.74
Rep1-H2O2-Rep2-0Pi,d072721-120min-0Pi-M4S7-R2,120min,C8,11455,12051,13356,5258.4,41.13,40.64
Rep2-H2O2-Rep3-0Pi,d080421-120min-0Pi-M4S7-R3,120min,A5,10210,83485,83296,41497.66,47.69,43.71
Rep2-H2O2-Rep3-0Pi,d080421-120min-0Pi-M4S7-R3,120min,A6,14256,3399,4191,2951.7,75.22,68.97
Rep2-H2O2-Rep3-0Pi,d080421-120min-0Pi-M4S7-R3,120min,A7,10648,25323,23921,10913.5,40.51,39.5
Rep2-H2O2-Rep3-0Pi,d080421-120min-0Pi-M4S7-R3,120min,A8,12038,11448,12099,4939.84,41.11,40.41
Rep2-H2O2-Rep3-0Pi,d080421-120min-0Pi-M4S7-R3,120min,B5,12570,67107,71464,27270.33,38.67,35.67
Rep2-H2O2-Rep3-0Pi,d080421-120min-0Pi-M4S7-R3,120min,B6,14781,3283,5436,2907.97,76.84,68.55
