Replicate,Plate,Group,Sample,Count,median,peak,sd,cv,rCV
Rep2-H2O2-Rep3-0Pi,d080421-120min-0Pi-M4S7-R3,120min,B7,11163,23916,23920,10432.93,41.25,38.98
Rep2-H2O2-Rep3-0Pi,d080421-120min-0Pi-M4S7-R3,120min,B8,14120,11060,12329,4937.23,41.92,42
Rep2-H2O2-Rep3-0Pi,d080421-120min-0Pi-M4S7-R3,120min,C5,11354,77420,81365,50225.46,65.69,65.94
Rep2-H2O2-Rep3-0Pi,d080421-120min-0Pi-M4S7-R3,120min,C7,11943,17472,17511,7832.52,42.25,42.02
Rep2-H2O2-Rep3-0Pi,d080421-120min-0Pi-M4S7-R3,120min,D5,13765,76522,83419,42811.83,57.18,48.85
Rep2-H2O2-Rep3-0Pi,d080421-120min-0Pi-M4S7-R3,120min,D7,12721,16270,16098,7351.29,42.33,41.24
Rep2-H2O2-Rep3-0Pi,d080421-120min-0Pi-M4S7-R3,120min,E5,11510,80338,85616,53019.54,66.18,65.75
Rep2-H2O2-Rep3-0Pi,d080421-120min-0Pi-M4S7-R3,120min,E7,11935,18327,22865,8138.47,41.96,42.44
Rep2-H2O2-Rep3-0Pi,d080421-120min-0Pi-M4S7-R3,120min,F5,13301,5373,7020,6286.24,85.69,62.42
Rep2-H2O2-Rep3-0Pi,d080421-120min-0Pi-M4S7-R3,120min,F7,11758,16247,16424,6756.91,39.49,40.44
Rep2-H2O2-Rep3-0Pi,d080421-120min-0Pi-M4S7-R3,120min,G5,14483,4967,6320,4111.9,69.02,56.59
Rep2-H2O2-Rep3-0Pi,d080421-120min-0Pi-M4S7-R3,120min,G7,11306,16619,18300,6901.85,40.05,38.87
Rep2-H2O2-Rep3-0Pi,d080421-120min-0Pi-M4S7-R3,120min,H5,13328,4718,5295,3838.52,68.74,56.72
Rep2-H2O2-Rep3-0Pi,d080421-120min-0Pi-M4S7-R3,120min,H7,10575,16262,18675,7454.78,44.32,42.6
Rep2-H2O2-Rep3-0Pi,d080421-120min-0Pi-M4S7-R3,120min,C6,13964,3953,4965,3500.89,74.24,59.47
Rep2-H2O2-Rep3-0Pi,d080421-120min-0Pi-M4S7-R3,120min,C8,11688,12390,12831,5213.7,40.37,39.72
Rep3-H2O2-Ctrl,d080521-120min-H2O2-M4S7-R3,120min,A5,10745,80456,107790,56289.39,68.74,75.68
Rep3-H2O2-Ctrl,d080521-120min-H2O2-M4S7-R3,120min,A6,16367,1868,712,2738.78,97.82,94.85
Rep3-H2O2-Ctrl,d080521-120min-H2O2-M4S7-R3,120min,A7,0,NA,NA,NA,NA,NA
Rep3-H2O2-Ctrl,d080521-120min-H2O2-M4S7-R3,120min,A8,11925,3133,4845,2447.3,68.44,50.87
Rep3-H2O2-Ctrl,d080521-120min-H2O2-M4S7-R3,120min,B5,10709,79343,92359,33528.43,39.99,37.33
Rep3-H2O2-Ctrl,d080521-120min-H2O2-M4S7-R3,120min,B6,15910,2702,3718,2590.18,81.64,87.41
Rep3-H2O2-Ctrl,d080521-120min-H2O2-M4S7-R3,120min,B7,13334,7216,7598,3517.01,44.77,41.17
Rep3-H2O2-Ctrl,d080521-120min-H2O2-M4S7-R3,120min,B8,11727,3177,4424,1947.06,54.87,47.46
Rep3-H2O2-Ctrl,d080521-120min-H2O2-M4S7-R3,120min,C5,12265,19597,107899,60805.05,109.35,135.44
Rep3-H2O2-Ctrl,d080521-120min-H2O2-M4S7-R3,120min,C7,9367,6210,8113,3244.1,47.92,45.93
Rep3-H2O2-Ctrl,d080521-120min-H2O2-M4S7-R3,120min,D5,15305,68019,105108,54472.79,82.84,112.74
Rep3-H2O2-Ctrl,d080521-120min-H2O2-M4S7-R3,120min,D7,11631,5736,6412,2961.15,47.22,44.59
Rep3-H2O2-Ctrl,d080521-120min-H2O2-M4S7-R3,120min,E5,13325,59114,110904,62236.12,91.64,127.67
Rep3-H2O2-Ctrl,d080521-120min-H2O2-M4S7-R3,120min,E7,10037,6248,7482,3347.93,48.82,48.24
Rep3-H2O2-Ctrl,d080521-120min-H2O2-M4S7-R3,120min,F5,15369,4811,6139,4473.47,77.09,65.52
Rep3-H2O2-Ctrl,d080521-120min-H2O2-M4S7-R3,120min,F7,9710,4348,5035,3031.01,61.24,50.8
Rep3-H2O2-Ctrl,d080521-120min-H2O2-M4S7-R3,120min,G5,15419,4291,6227,4451.7,83.96,77.81
Rep3-H2O2-Ctrl,d080521-120min-H2O2-M4S7-R3,120min,G7,10152,4020,4146,3049.27,66.03,51.41
Rep3-H2O2-Ctrl,d080521-120min-H2O2-M4S7-R3,120min,H5,15273,4346,5889,4283.46,81.88,72.12
Rep3-H2O2-Ctrl,d080521-120min-H2O2-M4S7-R3,120min,H7,10316,3931,4426,2713.73,60.41,52.68
Rep3-H2O2-Ctrl,d080521-120min-H2O2-M4S7-R3,120min,C6,16010,3169,5225,3264.15,85.08,91.21
Rep3-H2O2-Ctrl,d080521-120min-H2O2-M4S7-R3,120min,C8,9956,3488,4523,3052.5,74.14,51.8
Rep1-0Pi-Ctrl,d072421-150min-0Pi-M4S7-R1,150min,A9,11081,28111,30162,12651.59,42.92,41.5
Rep1-0Pi-Ctrl,d072421-150min-0Pi-M4S7-R1,150min,A10,13077,10596,12340,4873.04,43.14,41.44
Rep1-0Pi-Ctrl,d072421-150min-0Pi-M4S7-R1,150min,A11,11724,5516,8253,3279.18,53.22,50.69
Rep1-0Pi-Ctrl,d072421-150min-0Pi-M4S7-R1,150min,A12,12734,2288,3455,2419.07,87.63,57.09
Rep1-0Pi-Ctrl,d072421-150min-0Pi-M4S7-R1,150min,B9,12198,24683,26809,12805.42,51.43,41.05
Rep1-0Pi-Ctrl,d072421-150min-0Pi-M4S7-R1,150min,B10,13585,10938,12579,4909.09,42.11,40.22
Rep1-0Pi-Ctrl,d072421-150min-0Pi-M4S7-R1,150min,B11,12438,6156,6511,3464.4,51.12,47.75
Rep1-0Pi-Ctrl,d072421-150min-0Pi-M4S7-R1,150min,B12,13465,2163,2607,1642.65,65.3,53.74
Rep1-0Pi-Ctrl,d072421-150min-0Pi-M4S7-R1,150min,C9,12995,18426,18711,8044.59,41.62,42.12
Rep1-0Pi-Ctrl,d072421-150min-0Pi-M4S7-R1,150min,C11,11091,4777,6412,2753.68,52.1,50.71
Rep1-0Pi-Ctrl,d072421-150min-0Pi-M4S7-R1,150min,D9,14047,16032,16088,7199.29,42.54,39.36
Rep1-0Pi-Ctrl,d072421-150min-0Pi-M4S7-R1,150min,D11,13648,3896,5225,2257.29,51.7,47.51
Rep1-0Pi-Ctrl,d072421-150min-0Pi-M4S7-R1,150min,E9,14173,16949,16413,7558.61,42.04,40.19
Rep1-0Pi-Ctrl,d072421-150min-0Pi-M4S7-R1,150min,E11,11436,4374,5730,2538.37,52.34,50.54
Rep1-0Pi-Ctrl,d072421-150min-0Pi-M4S7-R1,150min,F9,11846,18360,20427,7708.2,40.05,39.3
Rep1-0Pi-Ctrl,d072421-150min-0Pi-M4S7-R1,150min,F11,10934,2856,3680,2123.65,63.66,56.32
Rep1-0Pi-Ctrl,d072421-150min-0Pi-M4S7-R1,150min,G9,11522,18170,20444,8000.1,41.99,41.36
Rep1-0Pi-Ctrl,d072421-150min-0Pi-M4S7-R1,150min,G11,10782,2980,4193,2275.28,65.43,56.67
Rep1-0Pi-Ctrl,d072421-150min-0Pi-M4S7-R1,150min,H9,11088,17398,19111,7763.75,42.44,42.22
Rep1-0Pi-Ctrl,d072421-150min-0Pi-M4S7-R1,150min,H11,10962,3016,3859,2414.67,68.49,55.4
Rep1-0Pi-Ctrl,d072421-150min-0Pi-M4S7-R1,150min,C10,12552,12835,14785,5804.81,43.06,41.71
Rep1-0Pi-Ctrl,d072421-150min-0Pi-M4S7-R1,150min,C12,11065,2614,3000,3120.74,94.95,57.46
Rep1-H2O2-Rep2-0Pi,d072721-150min-0Pi-M4S7-R2,150min,A9,9683,80307,83415,37311.5,43.96,42.51
Rep1-H2O2-Rep2-0Pi,d072721-150min-0Pi-M4S7-R2,150min,A10,14455,2784,4282,2915.78,89.68,85.26
Rep1-H2O2-Rep2-0Pi,d072721-150min-0Pi-M4S7-R2,150min,A11,11133,31300,34805,12903.06,39.31,36.71
Rep1-H2O2-Rep2-0Pi,d072721-150min-0Pi-M4S7-R2,150min,A12,12202,12037,11411,5214.51,40.92,39.17
Rep1-H2O2-Rep2-0Pi,d072721-150min-0Pi-M4S7-R2,150min,B9,9945,60634,71468,27402.62,42.65,42.24
Rep1-H2O2-Rep2-0Pi,d072721-150min-0Pi-M4S7-R2,150min,B10,16439,3096,4471,4050.36,103.78,78.68
Rep1-H2O2-Rep2-0Pi,d072721-150min-0Pi-M4S7-R2,150min,B11,11633,28073,28129,11146.3,37.95,34.29
Rep1-H2O2-Rep2-0Pi,d072721-150min-0Pi-M4S7-R2,150min,B12,12206,12115,13633,5070.7,39.41,37.75
Rep1-H2O2-Rep2-0Pi,d072721-150min-0Pi-M4S7-R2,150min,C9,10930,69125,85480,46044.31,65.28,71.47
Rep1-H2O2-Rep2-0Pi,d072721-150min-0Pi-M4S7-R2,150min,C11,10843,20605,20905,8268.64,38.59,39.07
Rep1-H2O2-Rep2-0Pi,d072721-150min-0Pi-M4S7-R2,150min,D9,13337,69601,85488,39212.93,55,52
Rep1-H2O2-Rep2-0Pi,d072721-150min-0Pi-M4S7-R2,150min,D11,13433,17559,19551,7185.47,38.78,35.8
Rep1-H2O2-Rep2-0Pi,d072721-150min-0Pi-M4S7-R2,150min,E9,10888,71429,97212,48429.93,65.8,69.7
Rep1-H2O2-Rep2-0Pi,d072721-150min-0Pi-M4S7-R2,150min,E11,12066,18994,19986,8112.73,40.33,39.07
Rep1-H2O2-Rep2-0Pi,d072721-150min-0Pi-M4S7-R2,150min,F9,13694,4774,5288,6197.56,95.62,61.09
Rep1-H2O2-Rep2-0Pi,d072721-150min-0Pi-M4S7-R2,150min,F11,11502,19239,20423,7686.81,38.12,36.94
Rep1-H2O2-Rep2-0Pi,d072721-150min-0Pi-M4S7-R2,150min,G9,14275,4695,5224,5750.16,90.75,58.01
Rep1-H2O2-Rep2-0Pi,d072721-150min-0Pi-M4S7-R2,150min,G11,11647,19425,22344,7878.91,38.79,37.67
Rep1-H2O2-Rep2-0Pi,d072721-150min-0Pi-M4S7-R2,150min,H9,13736,4654,5092,6646.85,100.67,61.28
Rep1-H2O2-Rep2-0Pi,d072721-150min-0Pi-M4S7-R2,150min,H11,11169,21096,22845,8495.36,38.56,36.3
Rep1-H2O2-Rep2-0Pi,d072721-150min-0Pi-M4S7-R2,150min,C10,16000,2535,3937,2801.77,89.98,88.02
Rep1-H2O2-Rep2-0Pi,d072721-150min-0Pi-M4S7-R2,150min,C12,11708,13440,13354,5636.38,39.81,38.98
Rep2-H2O2-Rep3-0Pi,d080421-150min-0Pi-M4S7-R3,150min,A9,9808,73649,81268,36047.14,46.57,44.02
Rep2-H2O2-Rep3-0Pi,d080421-150min-0Pi-M4S7-R3,150min,A10,13198,3135,3824,2649.3,74.75,70.39
Rep2-H2O2-Rep3-0Pi,d080421-150min-0Pi-M4S7-R3,150min,A11,9966,30200,31621,12574.4,39.42,37.04
Rep2-H2O2-Rep3-0Pi,d080421-150min-0Pi-M4S7-R3,150min,A12,10407,13352,15113,5689.46,40.88,41.06
Rep2-H2O2-Rep3-0Pi,d080421-150min-0Pi-M4S7-R3,150min,B9,9378,63178,67891,32468.89,49.83,45.86
Rep2-H2O2-Rep3-0Pi,d080421-150min-0Pi-M4S7-R3,150min,B10,14139,3053,5092,3233.73,89.89,75.27
Rep2-H2O2-Rep3-0Pi,d080421-150min-0Pi-M4S7-R3,150min,B11,11702,26131,28796,10518.87,38.32,35.75
Rep2-H2O2-Rep3-0Pi,d080421-150min-0Pi-M4S7-R3,150min,B12,11648,12284,12092,5350.22,41.06,41.19
Rep2-H2O2-Rep3-0Pi,d080421-150min-0Pi-M4S7-R3,150min,C9,10666,71249,87747,42363.15,57.86,56.19
Rep2-H2O2-Rep3-0Pi,d080421-150min-0Pi-M4S7-R3,150min,C11,10594,21164,23379,8643.56,39.43,38.78
Rep2-H2O2-Rep3-0Pi,d080421-150min-0Pi-M4S7-R3,150min,D9,10327,78388,92359,47113.34,60.08,56.8
Rep2-H2O2-Rep3-0Pi,d080421-150min-0Pi-M4S7-R3,150min,D11,12545,17896,16436,7728.8,40.73,38.59
Rep2-H2O2-Rep3-0Pi,d080421-150min-0Pi-M4S7-R3,150min,E9,10417,80164,92419,45239.77,55.72,53.7
Rep2-H2O2-Rep3-0Pi,d080421-150min-0Pi-M4S7-R3,150min,E11,11190,21251,22355,8845.19,40.06,41.27
Rep2-H2O2-Rep3-0Pi,d080421-150min-0Pi-M4S7-R3,150min,F9,12521,5125,5809,7739.15,102.65,62.4
Rep2-H2O2-Rep3-0Pi,d080421-150min-0Pi-M4S7-R3,150min,F11,10872,19458,20899,7762.73,38.14,37
Rep2-H2O2-Rep3-0Pi,d080421-150min-0Pi-M4S7-R3,150min,G9,11706,5057,5655,5373.34,83.65,58.81
Rep2-H2O2-Rep3-0Pi,d080421-150min-0Pi-M4S7-R3,150min,G11,10881,18393,20429,7982.19,41.87,39.66
Rep2-H2O2-Rep3-0Pi,d080421-150min-0Pi-M4S7-R3,150min,H9,12227,4579,5737,4585.75,81.83,58.67
Rep2-H2O2-Rep3-0Pi,d080421-150min-0Pi-M4S7-R3,150min,H11,10520,18438,21832,8477.12,44.66,41.2
Rep2-H2O2-Rep3-0Pi,d080421-150min-0Pi-M4S7-R3,150min,C10,13946,3780,4850,3782.62,81.57,61.21
Rep2-H2O2-Rep3-0Pi,d080421-150min-0Pi-M4S7-R3,150min,C12,11318,13834,14800,5740.21,39.64,39.28
Rep3-H2O2-Ctrl,d080521-150min-H2O2-M4S7-R3,150min,A9,10364,77666,110682,50315.92,62.43,64.78
Rep3-H2O2-Ctrl,d080521-150min-H2O2-M4S7-R3,150min,A10,16695,1545,632,2738.12,103.98,97.3
Rep3-H2O2-Ctrl,d080521-150min-H2O2-M4S7-R3,150min,A11,10682,6848,8111,3820.91,50.44,48.8
Rep3-H2O2-Ctrl,d080521-150min-H2O2-M4S7-R3,150min,A12,10454,2888,4060,2973.12,86.18,55.34
Rep3-H2O2-Ctrl,d080521-150min-H2O2-M4S7-R3,150min,B9,9096,76188,85642,34134.09,42.54,41.64
Rep3-H2O2-Ctrl,d080521-150min-H2O2-M4S7-R3,150min,B10,15976,2551,4626,2821.49,93.53,94.04
Rep3-H2O2-Ctrl,d080521-150min-H2O2-M4S7-R3,150min,B11,10716,7808,9654,4105.01,47.81,45.98
Rep3-H2O2-Ctrl,d080521-150min-H2O2-M4S7-R3,150min,B12,12044,2903,3680,1863.44,56.81,50.52
Rep3-H2O2-Ctrl,d080521-150min-H2O2-M4S7-R3,150min,C9,11725,45433,105157,61443.45,96.51,128.55
Rep3-H2O2-Ctrl,d080521-150min-H2O2-M4S7-R3,150min,C11,10174,5504,5505,3044.32,49.9,49.16
Rep3-H2O2-Ctrl,d080521-150min-H2O2-M4S7-R3,150min,D9,14646,78223,102575,53085.81,70.01,76.28
Rep3-H2O2-Ctrl,d080521-150min-H2O2-M4S7-R3,150min,D11,12234,4886,5807,2643.53,48.66,46.76
Rep3-H2O2-Ctrl,d080521-150min-H2O2-M4S7-R3,150min,E9,11550,73198,107992,62129.2,82.69,110.36
Rep3-H2O2-Ctrl,d080521-150min-H2O2-M4S7-R3,150min,E11,10305,5465,6503,3065.17,50.77,49.65
Rep3-H2O2-Ctrl,d080521-150min-H2O2-M4S7-R3,150min,F9,14819,4393,5291,4621.8,87.21,64.12
Rep3-H2O2-Ctrl,d080521-150min-H2O2-M4S7-R3,150min,F11,10233,3521,4680,2608.39,64.35,52.55
Rep3-H2O2-Ctrl,d080521-150min-H2O2-M4S7-R3,150min,G9,15400,4101,5974,4715.09,92.74,76.71
Rep3-H2O2-Ctrl,d080521-150min-H2O2-M4S7-R3,150min,G11,11016,3378,4235,2336.13,60.5,53.05
Rep3-H2O2-Ctrl,d080521-150min-H2O2-M4S7-R3,150min,H9,16101,4135,5578,4287.62,86.36,71.53
Rep3-H2O2-Ctrl,d080521-150min-H2O2-M4S7-R3,150min,H11,10504,3306,4281,2773.64,72.82,52.94
Rep3-H2O2-Ctrl,d080521-150min-H2O2-M4S7-R3,150min,C10,15710,2938,5227,3275.12,91.55,97.39
Rep3-H2O2-Ctrl,d080521-150min-H2O2-M4S7-R3,150min,C12,10539,2963,4576,2900.08,81.54,54.64
Rep1-0Pi-Ctrl,d072421-180min-0Pi-M4S7-R1,180min,A1,11221,29660,33201,13149.21,42.6,39.52
Rep1-0Pi-Ctrl,d072421-180min-0Pi-M4S7-R1,180min,A2,10316,12059,12339,5447.97,42.93,41.96
Rep1-0Pi-Ctrl,d072421-180min-0Pi-M4S7-R1,180min,A3,10931,5705,7486,3268.98,51.65,48.83
Rep1-0Pi-Ctrl,d072421-180min-0Pi-M4S7-R1,180min,A4,11798,2424,3097,2428.97,82.12,59.21
Rep1-0Pi-Ctrl,d072421-180min-0Pi-M4S7-R1,180min,B1,11622,27992,29462,11857.25,40.53,37.18
Rep1-0Pi-Ctrl,d072421-180min-0Pi-M4S7-R1,180min,B2,12210,12235,13362,5486.68,42.26,40.43
Rep1-0Pi-Ctrl,d072421-180min-0Pi-M4S7-R1,180min,B3,10880,6603,7595,3738.46,51.02,47.34
Rep1-0Pi-Ctrl,d072421-180min-0Pi-M4S7-R1,180min,B4,11673,2393,3050,1918.24,67.59,58.49
Rep1-0Pi-Ctrl,d072421-180min-0Pi-M4S7-R1,180min,C1,13482,18915,17504,8161.22,40.87,40.02
Rep1-0Pi-Ctrl,d072421-180min-0Pi-M4S7-R1,180min,C3,11328,4798,5572,2861.06,53.7,51.01
Rep1-0Pi-Ctrl,d072421-180min-0Pi-M4S7-R1,180min,D1,13057,18045,20890,7818.58,41.23,38.82
Rep1-0Pi-Ctrl,d072421-180min-0Pi-M4S7-R1,180min,D3,11237,4061,4853,2314.77,51.24,48.7
Rep1-0Pi-Ctrl,d072421-180min-0Pi-M4S7-R1,180min,E1,13967,19047,21860,8587.21,42.8,42.03
Rep1-0Pi-Ctrl,d072421-180min-0Pi-M4S7-R1,180min,E3,12135,4131,4739,2350.51,51.46,48.52
Rep1-0Pi-Ctrl,d072421-180min-0Pi-M4S7-R1,180min,F1,12678,20077,21838,8670.29,41.33,41.23
Rep1-0Pi-Ctrl,d072421-180min-0Pi-M4S7-R1,180min,F3,10870,2940,4105,2218.43,64.63,56.63
Rep1-0Pi-Ctrl,d072421-180min-0Pi-M4S7-R1,180min,G1,12479,18800,21358,8535.7,43.08,43
Rep1-0Pi-Ctrl,d072421-180min-0Pi-M4S7-R1,180min,G3,10957,3005,4738,2437.2,68.76,56.84
Rep1-0Pi-Ctrl,d072421-180min-0Pi-M4S7-R1,180min,H1,12054,19730,20881,8627.76,41.89,40.71
Rep1-0Pi-Ctrl,d072421-180min-0Pi-M4S7-R1,180min,H3,10723,3124,4522,2659.33,72.72,55.05
Rep1-0Pi-Ctrl,d072421-180min-0Pi-M4S7-R1,180min,C2,11216,13484,14781,5843.68,41.37,41.77
Rep1-0Pi-Ctrl,d072421-180min-0Pi-M4S7-R1,180min,C4,10122,2676,3825,3615.9,105.31,59.34
Rep1-H2O2-Rep2-0Pi,d072721-180min-0Pi-M4S7-R2,180min,A1,9292,63740,59850,31213.35,45.04,43.77
Rep1-H2O2-Rep2-0Pi,d072721-180min-0Pi-M4S7-R2,180min,A2,14942,2604,4325,2911.05,93.55,89.66
Rep1-H2O2-Rep2-0Pi,d072721-180min-0Pi-M4S7-R2,180min,A3,10722,33389,36542,13552.94,38.74,36.21
Rep1-H2O2-Rep2-0Pi,d072721-180min-0Pi-M4S7-R2,180min,A4,11621,13315,16439,5786.95,41.25,40.19
Rep1-H2O2-Rep2-0Pi,d072721-180min-0Pi-M4S7-R2,180min,B1,9806,50192,44355,26263.18,47.4,47.91
Rep1-H2O2-Rep2-0Pi,d072721-180min-0Pi-M4S7-R2,180min,B2,12305,3005,3938,4480.73,117.72,81.65
Rep1-H2O2-Rep2-0Pi,d072721-180min-0Pi-M4S7-R2,180min,B3,10614,32476,31635,13080.94,38.53,35.48
Rep1-H2O2-Rep2-0Pi,d072721-180min-0Pi-M4S7-R2,180min,B4,12094,12823,13898,5115.13,37.89,35.61
Rep1-H2O2-Rep2-0Pi,d072721-180min-0Pi-M4S7-R2,180min,C1,10680,64658,69620,39394.84,57.84,57.09
Rep1-H2O2-Rep2-0Pi,d072721-180min-0Pi-M4S7-R2,180min,C3,10873,23132,29493,9321,38.84,39.96
Rep1-H2O2-Rep2-0Pi,d072721-180min-0Pi-M4S7-R2,180min,D1,12748,61145,67857,32297.85,49.78,44.59
Rep1-H2O2-Rep2-0Pi,d072721-180min-0Pi-M4S7-R2,180min,D3,11365,19349,21382,7871.97,38.89,36.88
Rep1-H2O2-Rep2-0Pi,d072721-180min-0Pi-M4S7-R2,180min,E1,10498,67553,66302,40103.74,55.93,52.86
Rep1-H2O2-Rep2-0Pi,d072721-180min-0Pi-M4S7-R2,180min,E3,11662,19548,20895,8029.91,39.34,38.46
Rep1-H2O2-Rep2-0Pi,d072721-180min-0Pi-M4S7-R2,180min,F1,13026,4580,5293,5448.56,88.49,59
Rep1-H2O2-Rep2-0Pi,d072721-180min-0Pi-M4S7-R2,180min,F3,10810,19966,22352,8622.88,40.64,39.65
Rep1-H2O2-Rep2-0Pi,d072721-180min-0Pi-M4S7-R2,180min,G1,13151,4685,4852,5872.82,90.79,59.75
Rep1-H2O2-Rep2-0Pi,d072721-180min-0Pi-M4S7-R2,180min,G3,10984,20989,21355,8596.31,38.95,36.86
Rep1-H2O2-Rep2-0Pi,d072721-180min-0Pi-M4S7-R2,180min,H1,12983,4458,4528,6356.66,98.72,61.59
Rep1-H2O2-Rep2-0Pi,d072721-180min-0Pi-M4S7-R2,180min,H3,9764,21367,21827,8534.99,38.17,36.63
Rep1-H2O2-Rep2-0Pi,d072721-180min-0Pi-M4S7-R2,180min,C2,16574,2382,4475,2702.37,93,90.9
Rep1-H2O2-Rep2-0Pi,d072721-180min-0Pi-M4S7-R2,180min,C4,11512,14851,17889,6083.68,39.19,38.53
Rep2-H2O2-Rep3-0Pi,d080421-180min-0Pi-M4S7-R3,180min,A1,11013,63033,71505,35465.97,53.5,47.18
Rep2-H2O2-Rep3-0Pi,d080421-180min-0Pi-M4S7-R3,180min,A2,15152,3183,4792,3297.78,89.23,75.57
Rep2-H2O2-Rep3-0Pi,d080421-180min-0Pi-M4S7-R3,180min,A3,9814,34805,35655,14443.96,39.78,37.95
Rep2-H2O2-Rep3-0Pi,d080421-180min-0Pi-M4S7-R3,180min,A4,10824,13452,15733,5883.34,41.45,42.08
Rep2-H2O2-Rep3-0Pi,d080421-180min-0Pi-M4S7-R3,180min,B1,12327,50556,54126,26141.96,47.73,45.15
Rep2-H2O2-Rep3-0Pi,d080421-180min-0Pi-M4S7-R3,180min,B2,15451,3102,3863,3624.01,98.97,73.89
Rep2-H2O2-Rep3-0Pi,d080421-180min-0Pi-M4S7-R3,180min,B3,10678,33558,39316,13929.37,39.78,38.04
Rep2-H2O2-Rep3-0Pi,d080421-180min-0Pi-M4S7-R3,180min,B4,11368,14105,16778,6029.33,40.86,41.42
Rep2-H2O2-Rep3-0Pi,d080421-180min-0Pi-M4S7-R3,180min,C1,11595,65233,68017,40625.44,58.79,58.34
Rep2-H2O2-Rep3-0Pi,d080421-180min-0Pi-M4S7-R3,180min,C3,11239,22402,25631,9167.99,39.29,39.81
Rep2-H2O2-Rep3-0Pi,d080421-180min-0Pi-M4S7-R3,180min,D1,12749,65389,64519,34721.29,49.94,42.49
Rep2-H2O2-Rep3-0Pi,d080421-180min-0Pi-M4S7-R3,180min,D3,12933,19020,19971,8191.68,40.8,38.91
Rep2-H2O2-Rep3-0Pi,d080421-180min-0Pi-M4S7-R3,180min,E1,11454,68914,64603,38209.07,51.13,48.31
Rep2-H2O2-Rep3-0Pi,d080421-180min-0Pi-M4S7-R3,180min,E3,11412,21219,24479,9250.18,41.59,42.53
Rep2-H2O2-Rep3-0Pi,d080421-180min-0Pi-M4S7-R3,180min,F1,13016,5361,5155,7826.28,97.58,68.37
Rep2-H2O2-Rep3-0Pi,d080421-180min-0Pi-M4S7-R3,180min,F3,10377,20566,22840,8729.07,40,40.33
Rep2-H2O2-Rep3-0Pi,d080421-180min-0Pi-M4S7-R3,180min,G1,13741,4978,4968,4988.91,78.47,55.9
Rep2-H2O2-Rep3-0Pi,d080421-180min-0Pi-M4S7-R3,180min,G3,11530,19062,19977,7890.21,39.18,38.88
Rep2-H2O2-Rep3-0Pi,d080421-180min-0Pi-M4S7-R3,180min,H1,14975,4536,5435,3992.31,73.06,55.47
Rep2-H2O2-Rep3-0Pi,d080421-180min-0Pi-M4S7-R3,180min,H3,11362,18915,21834,7818.86,39.2,37.94
Rep2-H2O2-Rep3-0Pi,d080421-180min-0Pi-M4S7-R3,180min,C2,13878,3705,5036,4176.2,89.12,61.26
Rep2-H2O2-Rep3-0Pi,d080421-180min-0Pi-M4S7-R3,180min,C4,11506,14624,15728,6120.78,39.99,40.12
Rep3-H2O2-Ctrl,d080521-180min-H2O2-M4S7-R3,180min,A1,9833,71150,73455,42156.15,55.41,54.88
Rep3-H2O2-Ctrl,d080521-180min-H2O2-M4S7-R3,180min,A2,16809,1352,610,2709.19,107.55,94.42
